page_no,review_no,artist,album,genre,author,publish_date,bnm,cover_art,url
38,10,Princess Nokia,A Girl Cried Red,Rap,Melissa Giannini,April 18 2018,No,https://media.pitchfork.com/photos/5ad0b3856930e90a24ed2578/1:1/w_160/Princess%20Nokia:%20A%20Girl%20Cried%20Red.jpg,/reviews/albums/princess-nokia-a-girl-cried-red/
38,11,Eminem,The Marshall Mathers LP,Rap,Jeremy D. Larson,April 15 2018,No,https://media.pitchfork.com/photos/5acfc114cae28410a11144df/1:1/w_160/Marshall%20Mathers%20LP.jpg,/reviews/albums/eminem-the-marshall-mathers-lp/
38,12,E-40,Connected and Respected,Rap,Torii MacAdams,April 14 2018,No,https://media.pitchfork.com/photos/5acb8a552ad328084e2b7cc9/1:1/w_160/E-40:B-Legit:%20Connected%20&%20Respected.jpg,/reviews/albums/e-40-b-legit-connected-and-respected/
39,1,Saba,CARE FOR ME,Rap,Sheldon Pearce,April 12 2018,Yes,https://media.pitchfork.com/photos/5ac239aaed597f1cdf3dcda4/1:1/w_160/Saba:%20Care%20For%20Me.jpg,/reviews/albums/saba-care-for-me/
39,2,Cavalier,Private Stock,Rap,Paul A. Thompson,April 12 2018,No,https://media.pitchfork.com/photos/5ac77b7f92e445035c2e27f5/1:1/w_160/Cavalier:%20Private%20Stock.jpg,/reviews/albums/cavalier-private-stock/
39,3,Husalah,H,Rap,Jay Balfour,April 12 2018,No,https://media.pitchfork.com/photos/5acb8b81dcd1af06889e9b6e/1:1/w_160/Husalah-%20H%20.jpg,/reviews/albums/husalah-h/
39,4,Lil Xan,Total Xanarchy,Rap,Meaghan Garvey,April 11 2018,No,https://media.pitchfork.com/photos/5ab536702a8c3241f412649a/1:1/w_160/Lil%20Xan-%20Total%20Xanarchy%20.jpg,/reviews/albums/lil-xan-total-xanarchy/
39,5,Cardi B,Invasion of Privacy,Rap,Sheldon Pearce,April 10 2018,Yes,https://media.pitchfork.com/photos/5ac2386498b8787dde3c7666/1:1/w_160/cardi-b-invasion-of-privacy.jpg,/reviews/albums/cardi-b-invasion-of-privacy/
39,6,Flatbush Zombies,Vacation in Hell,Rap,Stephen Kearse,April 10 2018,No,https://media.pitchfork.com/photos/5abcf35d80b2380b10d2dcac/1:1/w_160/Vacation%20in%20Hell.jpg,/reviews/albums/flatbush-zombies-vacation-in-hell/
39,7,Rich the Kid,The World Is Yours,Rap,Frankie Caracciolo,April 9 2018,No,https://media.pitchfork.com/photos/5ab3b6909fe2d82be24605cf/1:1/w_160/Rich%20The%20Kid:%20The%20World%20Is%20Yours.jpg,/reviews/albums/rich-the-kid-the-world-is-yours/
39,8,Dr. Octagon,Moosebumps: An Exploration Into Modern Day Horripilation,Rap,Ben Cardew,April 7 2018,No,https://media.pitchfork.com/photos/5abcf215132ef4309602938a/1:1/w_160/Dr.%20Octagon:%20Moosebumps:%20An%20Exploration%20Into%20Modern%20Day%20Horripilation.jpg,/reviews/albums/dr-octagon-moosebumps-an-exploration-into-modern-day-horripilation/
39,9,Lil Durk,Just Cause YÃƒÂ¢Ã‚â‚¬Ã‚â„¢all Waited,Rap,Dean Van Nguyen,April 5 2018,No,https://media.pitchfork.com/photos/5ac236bc905a0933b4cc5478/1:1/w_160/Lil%20Durk%20%E2%80%93%20Just%20Cuz%20Y'all%20Waited.jpg,/reviews/albums/lil-durk-just-cause-yall-waited/
39,10,Jean Grae,EverythingÃƒÂ¢Ã‚â‚¬Ã‚â„¢s Fine,Rap,Sheldon Pearce,April 4 2018,Yes,https://media.pitchfork.com/photos/5ab420265d6cc60954e32de5/1:1/w_160/Jean%20Grae%20&%20Quelle%20Chris-%20Everything%E2%80%99s%20Fine.jpg,/reviews/albums/jean-grae-quelle-chris-everythings-fine/
39,11,Czarface,Czarface Meets Metal Face,Rap,Mehan Jayasuriya,April 2 2018,No,https://media.pitchfork.com/photos/5a943ae1b8c3f77d9ba048a8/1:1/w_160/Czarface%20x%20MF%20Doom.jpg,/reviews/albums/czarface-mf-doom-czarface-meets-metal-face/
39,12,SAINt JHN,Collection 1,Rap,Briana Younger,March 30 2018,No,https://media.pitchfork.com/photos/5abd4757f131ec63502c4c26/1:1/w_160/saintjhncollection1.JPG,/reviews/albums/saint-jhn-collection-1/
40,1,Don Q,Don Talk,Rap,Stephen Kearse,March 29 2018,No,https://media.pitchfork.com/photos/5ab95af226afe716710ca3a2/1:1/w_160/Don%20Q:%20Don%20Talk.jpg,/reviews/albums/don-q-don-talk/
40,2,Trouble,Edgewood,Rap,Jackson Howard,March 28 2018,No,https://media.pitchfork.com/photos/5abaa0c6f131ec63502c4b6f/1:1/w_160/troubleedgewood.jpg,/reviews/albums/trouble-edgewood/
40,3,PRhyme,PRhyme 2,Rap,Jonah Bromwich,March 22 2018,No,https://media.pitchfork.com/photos/5aa807130e379e3442792452/1:1/w_160/PRhyme%202.jpg,/reviews/albums/prhyme-prhyme-2/
40,4,Bishop Nehru,Elevators: Act I & II,Rap,Dean Van Nguyen,March 22 2018,No,https://media.pitchfork.com/photos/5aa7d5af1e037771e6b2f496/1:1/w_160/Bishop%20Nehru:%20Elevators%20Act%201%20&%202.jpg,/reviews/albums/bishop-nehru-elevators-act-i-and-ii/
40,5,Kash Doll,Brat Mail,Rap,Brian Josephs,March 22 2018,No,https://media.pitchfork.com/photos/5aac18070e379e34427925ef/1:1/w_160/Brat%20Mail%20Kash%20Doll.jpg,/reviews/albums/kash-doll-brat-mail/
40,6,Rich Homie Quan,Rich as in Spirit,Rap,Sheldon Pearce,March 21 2018,No,https://media.pitchfork.com/photos/5aa689e48195c0189f134a55/1:1/w_160/Rich%20Homie%20Quan:%20Rich%20as%20in%20Spirit%20.jpg,/reviews/albums/rich-homie-quan-rich-as-in-spirit/
40,7,Saweetie,High Maintenance EP,Rap,Briana Younger,March 21 2018,No,https://media.pitchfork.com/photos/5aabdf5d7e80eb754031ef36/1:1/w_160/Saweetie%20High%20Maintenance.jpg,/reviews/albums/saweetie-high-maintenance-ep/
40,8,Murs,A Strange Journey Into the Unimaginable,Rap,Evan Rytlewski,March 21 2018,No,https://media.pitchfork.com/photos/5aa6bd8d6e463e2e125a871c/1:1/w_160/A%20Strange%20Journey%20Into%20the%20Unimaginable.jpg,/reviews/albums/murs-a-strange-journey-into-the-unimaginable/
40,9,Chuck Strangers,Consumers Park,Rap,Dean Van Nguyen,March 19 2018,No,https://media.pitchfork.com/photos/5a9d718cb8c3f77d9ba04d0e/1:1/w_160/Chuck%20Strangers-%20Consumer%20Park.jpg,/reviews/albums/chuck-strangers-consumers-park/
40,10,Killy,Surrender Your Soul,Rap,Michelle Kim,March 17 2018,No,https://media.pitchfork.com/photos/5aa172afba6ba3285af7aece/1:1/w_160/Killy-%20Surrender%20Your%20Soul.jpg,/reviews/albums/killy-surrender-your-soul/
40,11,Young Fathers,Cocoa Sugar,Rap,Sheldon Pearce,March 16 2018,No,https://media.pitchfork.com/photos/5a5fcb793bca4e30ca1e0810/1:1/w_160/young%20fathers%20_%20cocoa%20sugar_%20album%20cover.jpg,/reviews/albums/young-fathers-cocoa-sugar/
40,12,03 Greedo,The Wolf of Grape Street,Rap,Paul A. Thompson,March 15 2018,No,https://media.pitchfork.com/photos/5aa686559fe2d82be245fdfe/1:1/w_160/03%20Greedo:%20The%20Wolf%20of%20Grape%20Street.jpg,/reviews/albums/03-greedo-the-wolf-of-grape-street/
41,1,Logic,Bobby Tarantino II,Rap,Evan Rytlewski,March 15 2018,No,https://media.pitchfork.com/photos/5aa6875a8195c0189f134a52/1:1/w_160/Logic:%20Bobby%20Tarantino%20II%20.jpg,/reviews/albums/logic-bobby-tarantino-ii/
41,2,Mozzy,Spiritual Conversations EP,Rap,Paul A. Thompson,March 12 2018,No,https://media.pitchfork.com/photos/5a9d621f30a20e587b2d14d2/1:1/w_160/Mozzy:%20Spiritual%20Conversations%20EP.jpg,/reviews/albums/mozzy-spiritual-conversations-ep/
41,3,Lil Yachty,Lil Boat 2,Rap,Sheldon Pearce,March 9 2018,No,https://media.pitchfork.com/photos/5aa1c22aba1f20076b95344a/1:1/w_160/lilboat2.jpeg,/reviews/albums/lil-yachty-lil-boat-2/
41,4,Ronny J,OMGRONNY,Rap,Mehan Jayasuriya,March 9 2018,No,https://media.pitchfork.com/photos/5a957997295e795e002fb3a1/1:1/w_160/Ronny%20J%20OMGRONNY.jpg,/reviews/albums/ronny-j-omgronny/
41,5,Valee,GOOD Job, You Found Me EP,Rap,Torii MacAdams,March 8 2018,No,https://media.pitchfork.com/photos/5a9991ba295e795e002fb8cc/1:1/w_160/GOOD%20Job
41,6,Elucid,Shit DonÃƒÂ¢Ã‚â‚¬Ã‚â„¢t Rhyme No More,Rap,Paul A. Thompson,March 8 2018,No,https://media.pitchfork.com/photos/5aa01a88e07a00511015f3cf/1:1/w_160/shitdontrhyme.jpg,/reviews/albums/elucid-shit-dont-rhyme-no-more/
41,7,Tory Lanez,Memories DonÃƒÂ¢Ã‚â‚¬Ã‚â„¢t Die,Rap,Sheldon Pearce,March 7 2018,No,https://media.pitchfork.com/photos/5a981e9cb8c3f77d9ba04a03/1:1/w_160/Tory%20Lanez_Memories%20Don't%20Die.jpg,/reviews/albums/tory-lanez-memories-dont-die/
41,8,Roc Marciano,RR2: The Bitter Dose,Rap,Phillip Mlynar,March 7 2018,No,https://media.pitchfork.com/photos/5a96bfe2295e795e002fb50f/1:1/w_160/Roc%20Marciano:%20Rosebudd%E2%80%99s%20Revenge%202:%20The%20Bitter%20Dose%20.jpg,/reviews/albums/roc-marciano-rr2-the-bitter-dose/
41,9,Scarface,The Diary,Rap,Hanif Abdurraqib,March 4 2018,No,https://media.pitchfork.com/photos/5a9980fad63bda1b0a7032ab/1:1/w_160/Scarface.jpg,/reviews/albums/scarface-the-diary/
41,10,Towkio,WWW.,Rap,Jonah Bromwich,March 1 2018,No,https://media.pitchfork.com/photos/5a9578e0340a1c29ad6d6bc8/1:1/w_160/Towkio%20WWW..jpg,/reviews/albums/towkio-www/
41,11,Dabrye,Three/Three,Rap,Max Mertens,February 27 2018,No,https://media.pitchfork.com/photos/5a834573000dc822199a6ab8/1:1/w_160/Dabrye_Three:Three.jpg,/reviews/albums/dabrye-threethree/
41,12,SOB X RBE,Gangin,Rap,Paul A. Thompson,February 26 2018,Yes,https://media.pitchfork.com/photos/5a834ab0aed392225cc0d9fb/1:1/w_160/SOBxRBE_Gangin.jpg,/reviews/albums/sob-x-rbe-gangin/
42,1,Black Milk,FEVER,Rap,Jay Balfour,February 26 2018,No,https://media.pitchfork.com/photos/5a708bc091ac4b4d5808154d/1:1/w_160/Black%20Milk%20Fever.jpg,/reviews/albums/black-milk-fever/
42,2,Nipsey Hussle,Victory Lap,Rap,Sheldon Pearce,February 24 2018,No,https://media.pitchfork.com/photos/5a7dc3c873ac423437ec8fd9/1:1/w_160/Nipsey%20Hussle%20Victory%20Lap.jpg,/reviews/albums/nipsey-hussle-victory-lap/
42,3,Digable Planets,ReachinÃƒÂ¢Ã‚â‚¬Ã‚â„¢ (A New Refutation of Time and Space),Rap,Sheldon Pearce,February 23 2018,Yes,https://media.pitchfork.com/photos/5a8f559cb366e0276e71e400/1:1/w_160/digablenewrefutations.jpg,/reviews/albums/digable-planets-reachin-a-new-refutation-of-time-and-space/
42,4,Moneybagg Yo,2 Heartless,Rap,Jackson Howard,February 23 2018,No,https://media.pitchfork.com/photos/5a8c34da3190b30b3b77b88e/1:1/w_160/Moneybagg%20Yo:%202%20Heartless.jpg,/reviews/albums/moneybagg-yo-2-heartless/
42,5,Tyga,Kyoto,Rap,Torii MacAdams,February 23 2018,No,https://media.pitchfork.com/photos/5a86f4c55114010ab1e6947f/1:1/w_160/Tyga%20Kyoto.jpg,/reviews/albums/tyga-kyoto/
42,6,Kodak Black,Heart Break Kodak,Rap,Briana Younger,February 22 2018,No,https://media.pitchfork.com/photos/5a8c32f4d218d80cf45af3f8/1:1/w_160/Heartbreak%20Kodak.jpg,/reviews/albums/kodak-black-heart-break-kodak/
42,7,Mach-Hommy,Bulletproof Luh,Rap,Sheldon Pearce,February 20 2018,No,https://media.pitchfork.com/photos/5a873e2ee32a32385b845e28/1:1/w_160/bulletproofluh.jpg,/reviews/albums/mach-hommy-bulletproof-luh/
42,8,Rejjie Snow,Dear Annie,Rap,Karas Lamb,February 20 2018,No,https://media.pitchfork.com/photos/5a6f3d6f219463311f125216/1:1/w_160/Dear%20Annie%20Rejjie%20Snow.jpg,/reviews/albums/rejjie-snow-dear-annie/
42,9,Cozz,Effected,Rap,Jackson Howard,February 15 2018,No,https://media.pitchfork.com/photos/5a8497d33190b30b3b77b663/1:1/w_160/cozz_effected.jpg,/reviews/albums/cozz-effected/
42,10,2 Chainz,The Play DonÃƒÂ¢Ã‚â‚¬Ã‚â„¢t Care Who Makes It EP,Rap,Briana Younger,February 14 2018,No,https://media.pitchfork.com/photos/5a81a2245114010ab1e68fec/1:1/w_160/2%20Chainz:%20The%20Play%20Don't%20Care%20Who%20Makes%20It%20EP.jpg,/reviews/albums/2-chainz-the-play-dont-care-who-makes-it-ep/
42,11,Audio Push,Cloud 909,Rap,Jonah Bromwich,February 12 2018,No,https://media.pitchfork.com/photos/5a787d6f5ad05873e2b1bbc9/1:1/w_160/Audio%20Push%20%20Cloud%20909.png,/reviews/albums/audio-push-cloud-909/
42,12,SHIRT,Pure Beauty,Rap,Phillip Mlynar,February 12 2018,No,https://media.pitchfork.com/photos/5a5f828649cb105757397f5a/1:1/w_160/Shirt%20Pure%20Beauty.jpg,/reviews/albums/shirt-pure-beauty/
43,1,OutKast,Stankonia,Rap,kris ex,February 11 2018,No,https://media.pitchfork.com/photos/5a7e076f1bcb940ab644b768/1:1/w_160/stankonia.jpg,/reviews/albums/outkast-stankonia/
43,2,Gunna,Drip Season 3,Rap,Evan Rytlewski,February 9 2018,No,https://media.pitchfork.com/photos/5a788987d1756123de068580/1:1/w_160/1517545002_edf40c5ffa89ea13b015f15de5546db5.jpg,/reviews/albums/yung-gunna-drip-season-3/
43,3,Caleb Giles,There Will Be Rain,Rap,Matthew Strauss,February 7 2018,No,https://media.pitchfork.com/photos/5a71eb083494645c71a68d8c/1:1/w_160/CG.jpg,/reviews/albums/caleb-giles-there-will-be-rain/
43,4,Rich Brian,Amen,Rap,Sheldon Pearce,February 6 2018,No,https://media.pitchfork.com/photos/5a5e71370c74bb56c7af6f0d/1:1/w_160/rich-chigga-amen-cover-low-res.jpg,/reviews/albums/rich-brian-amen/
43,5,Burna Boy,Outside,Rap,Claire Lobenfeld,February 2 2018,No,https://media.pitchfork.com/photos/5a6f2eaf96e4026450728e79/1:1/w_160/Burna-Boy.jpg,/reviews/albums/burna-boy-outside/
43,6,JPEGMAFIA,Veteran,Rap,Paul A. Thompson,January 31 2018,No,https://media.pitchfork.com/photos/5a71df0d85ed77242d8f1252/1:1/w_160/jpegmafiaveteran.jpg,/reviews/albums/jpegmafia-veteran/
43,7,Domo Genesis,ArenÃƒÂ¢Ã‚â‚¬Ã‚â„¢t U Glad YouÃƒÂ¢Ã‚â‚¬Ã‚â„¢re U?,Rap,Evan Rytlewski,January 31 2018,No,https://media.pitchfork.com/photos/5a68e78d99a6ea0be5007acf/1:1/w_160/Aren't%20U%20Glad%20You're%20U.jpg,/reviews/albums/domo-genesis-arent-u-glad-youre-u/
43,8,OMB Peezy ,Young & Reckless,Rap,Jay Balfour,January 31 2018,No,https://media.pitchfork.com/photos/5a70aa22787941140039599d/1:1/w_160/youngandreckless.jpg,/reviews/albums/omb-peezy-sherwood-marty-young-and-reckless/
43,9,Migos,Culture II,Rap,Meaghan Garvey,January 30 2018,No,https://media.pitchfork.com/photos/5a6b643e1e95460b249efbcd/1:1/w_160/Culture%20II.jpg,/reviews/albums/migos-culture-ii/
43,10,Payroll Giovanni,Big Bossin Vol. 2,Rap,Torii MacAdams,January 30 2018,No,https://media.pitchfork.com/photos/5a5e4dbd74323c4101f8a3ae/1:1/w_160/Big%20Bossin%20Vol%202.jpg,/reviews/albums/payroll-giovanni-cardo-big-bossin-vol-2/
43,11,Ghostface Killah,The Brown Tape,Rap,Jonah Bromwich,January 29 2018,No,https://media.pitchfork.com/photos/5a662f0e3a5ffe3ec4f8e22d/1:1/w_160/The%20Brown%20Album.jpg,/reviews/albums/ghostface-killah-apollo-brown-the-brown-tape/
43,12,2Pac,All Eyez on Me,Rap,Paul A. Thompson,January 28 2018,No,https://media.pitchfork.com/photos/5a6b93dbec6e1e20e77e840a/1:1/w_160/All%20Eyez%20on%20Me.jpg,/reviews/albums/2pac-all-eyez-on-me/
44,1,Evidence,Weather or Not,Rap,Dean Van Nguyen,January 27 2018,No,https://media.pitchfork.com/photos/5a662a013a5ffe3ec4f8e228/1:1/w_160/Weather%20or%20Not%20.jpg,/reviews/albums/evidence-weather-or-not/
44,2,Curtis Roach,Highly Caffeinated,Rap,Torii MacAdams,January 24 2018,No,https://media.pitchfork.com/photos/5a66290ac26e622e29880f6e/1:1/w_160/a1760424565_10.jpg,/reviews/albums/curtis-roach-highly-caffeinated/
44,3,Dave East,Paranoia 2,Rap,Briana Younger,January 22 2018,No,https://media.pitchfork.com/photos/5a58ce7a336f955e179c1470/1:1/w_160/Dave%20East%20p2.png,/reviews/albums/dave-east-paranoia-2/
44,4,Cadence Weapon,Cadence Weapon,Rap,Sheldon Pearce,January 22 2018,No,https://media.pitchfork.com/photos/5a5e46390dd2393d2d938b63/1:1/w_160/Cadence%20Weapon.jpg,/reviews/albums/cadence-weapon-cadence-weapon/
44,5,Hoodrich Pablo Juan,Rich Hood,Rap,Jay Balfour,January 20 2018,No,https://media.pitchfork.com/photos/5a5e43c5fe28c832227ef1cf/1:1/w_160/1515166849_c7d42b1eb0983e7bccecd6175543a3e7.jpg,/reviews/albums/hoodrich-pablo-juan-rich-hood/
44,6,Maxo Kream,Punken,Rap,Sheldon Pearce,January 16 2018,No,https://media.pitchfork.com/photos/5a4fd98dfeed8677bbea235a/1:1/w_160/Maxo%20Kream-%20Punken.jpg,/reviews/albums/maxo-kream-punken/
44,7,Lil Skies,Life of a Dark Rose,Rap,Evan Rytlewski,January 15 2018,No,https://media.pitchfork.com/photos/5a54e4c6acf6b93036c26ba4/1:1/w_160/Life%20of%20a%20Dark%20Rose.jpg,/reviews/albums/lil-skies-life-of-a-dark-rose/
44,8,Conway the Machine,G.O.A.T.,Rap,Evan Rytlewski,January 12 2018,No,https://media.pitchfork.com/photos/5a4fda4804ef515d61fb7068/1:1/w_160/artworks-000272840762-dhvw4j-t500x500.jpg,/reviews/albums/conway-goat/
44,9,Gucci Mane,El Gato: The Human Glacier,Rap,Jonah Bromwich,January 11 2018,No,https://media.pitchfork.com/photos/5a4fd77299885603706f4e68/1:1/w_160/El%20Gato-%20The%20Human%20Glacier%20.jpg,/reviews/albums/gucci-mane-el-gato-the-human-glacier/
44,10,RJMrLA,The Ghetto,Rap,Jay Balfour,January 10 2018,No,https://media.pitchfork.com/photos/5a4fdaea564fcf03caa26914/1:1/w_160/The-Ghetto-620x620.jpg,/reviews/albums/rjmrla-dj-mustard-the-ghetto/
44,11,CupcakKe,Ephorize,Rap,Claire Lobenfeld,January 9 2018,Yes,https://media.pitchfork.com/photos/5a4bfe210c1ab40a8ff883ce/1:1/w_160/Cupcakke.jpg,/reviews/albums/cupcakke-ephorize/
44,12,Scallops Hotel,sovereign nose of (y)ÃƒÂ¢Ã‚â‚¬Ã‚â€_our arrogant face,Rap,Phillip Mlynar,January 9 2018,No,https://media.pitchfork.com/photos/5a53b6648d2acf15d10fa93e/1:1/w_160/%20Sovereign%20Nose%20Of%20Y%E2%80%8Bour%20Arrogant%20Face.jpg,/reviews/albums/scallops-hotel-sovereign-nose-of-your-arrogant-face/
45,1,Drakeo the Ruler,Cold Devil,Rap,Paul A. Thompson,January 5 2018,No,https://media.pitchfork.com/photos/5a4bd1e43334450a9e260d0e/1:1/w_160/Drakeo%20The%20Ruler%20Cold%20Devil.jpg,/reviews/albums/drakeo-the-ruler-cold-devil/
45,2,Lil Wayne,Dedication 6,Rap,Sheldon Pearce,January 4 2018,No,https://media.pitchfork.com/photos/5a3aa5172e04620b7f1a4e70/1:1/w_160/Lil%20Wayne_Dedication%206.jpg,/reviews/albums/lil-wayne-dedication-6/
45,3,Travis Scott,Huncho Jack, Jack Huncho,Rap,Brian Josephs,January 3 2018,No,https://media.pitchfork.com/photos/5a4bbb744d41160a983c8253/1:1/w_160/huncho%20jack.jpg
45,4,Chance the Rapper,Merry Christmas LilÃƒÂ¢Ã‚â‚¬Ã‚â„¢ Mama: Re-Wrapped,Rap,Marc Hogan,December 22 2017,No,https://media.pitchfork.com/photos/5a3aa2137fb7ea0adc47b0c8/1:1/w_160/MerryXmasLilMama-RE-WRAPPEDjpg.jpg,/reviews/albums/merry-christmas-lil-mama-re-wrapped/
45,5,Jeezy,Pressure,Rap,Sheldon Pearce,December 22 2017,No,https://media.pitchfork.com/photos/5a3c47ec3334450a9e26098b/1:1/w_160/Screen%20Shot%202017-12-21%20at%206.46.29%20PM.png,/reviews/albums/pressure/
45,6,G-Eazy,The Beautiful & Damned,Rap,Sheldon Pearce,December 21 2017,No,https://media.pitchfork.com/photos/5a0a0ff2433dc74fa6d9fce3/1:1/w_160/G%20Eazy_Beautiful%20and%20Damned.jpg,/reviews/albums/g-eazy-the-beautiful-and-damned/
45,7,Shy Glizzy,Quiet Storm,Rap,Jay Balfour,December 21 2017,No,https://media.pitchfork.com/photos/5a3ad5c8dea49a0a938ccb59/1:1/w_160/shyglizzyquiet.jpg,/reviews/albums/shy-glizzy-quiet-storm/
45,8,Eminem,Revival,Rap,Matthew Ismael Ruiz,December 19 2017,No,https://media.pitchfork.com/photos/5a2eac6f49e3044f38ff9e57/1:1/w_160/Revival%20Eminem%20.jpg,/reviews/albums/eminem-revival/
45,9,N.E.R.D.,No_One Ever Really Dies,Rap,Jonah Bromwich,December 18 2017,No,https://media.pitchfork.com/photos/5a33edf6460fd81ab41fce8b/1:1/w_160/NO%20ONE%20EVER%20REALLY%20DIES.jpg,/reviews/albums/nerd-no-one-ever-really-dies/
45,10,Wyclef Jean,Wyclef Jean Inspired By...,Rap,Ian Cohen,December 16 2017,No,https://media.pitchfork.com/photos/5a286102e807ee3420165df4/1:1/w_160/Inspired%20By....jpg,/reviews/albums/wyclef-jean-wyclef-jean-inspired-by/
45,11,BROCKHAMPTON,Saturation III,Rap,Sheldon Pearce,December 15 2017,No,https://media.pitchfork.com/photos/5a32f761e8e1a83c6669231c/1:1/w_160/sat3coverfinal-min.jpg,/reviews/albums/brockhampton-saturation-iii/
45,12,Tee Grizzley,Bloodas,Rap,Evan Rytlewski,December 15 2017,No,https://media.pitchfork.com/photos/5a2eae7a44585e3b679069c5/1:1/w_160/Bloodas.jpg,/reviews/albums/tee-grizzley-lil-durk-bloodas/
46,1,Big Sean,Double or Nothing,Rap,Claire Lobenfeld,December 13 2017,No,https://media.pitchfork.com/photos/5a2eab5d4166de2d9c719105/1:1/w_160/Double%20Or%20Nothing.jpg,/reviews/albums/big-sean-metro-boomin-double-or-nothing/
46,2,Statik Selektah,8,Rap,Dean Van Nguyen,December 13 2017,No,https://media.pitchfork.com/photos/5a28354b92b4775aedd16112/1:1/w_160/8.jpg,/reviews/albums/statik-selektah-8/
46,3,G Perico,2 Tha Left,Rap,Jay Balfour,December 13 2017,No,https://media.pitchfork.com/photos/5a283417460fd81ab41fc8a4/1:1/w_160/2%20Tha%20Left.jpg,/reviews/albums/g-perico-2-tha-left/
46,4,Lil Baby,Too Hard,Rap,Evan Rytlewski,December 12 2017,No,https://media.pitchfork.com/photos/5a282efb12b9202b45f92d95/1:1/w_160/Lil%20Baby%20Too%20Hard.jpg,/reviews/albums/lil-baby-too-hard/
46,5,Chief Keef,Dedication,Rap,Jonah Bromwich,December 11 2017,No,https://media.pitchfork.com/photos/5a26c0c76ff6e22b39dfc672/1:1/w_160/Chief%20Keef-Dedication.jpg,/reviews/albums/chief-keef-dedication/
46,6,Mick Jenkins,Or More; the Anxious,Rap,Karas Lamb,December 7 2017,No,https://media.pitchfork.com/photos/5a1ef043804cf53011cfee08/1:1/w_160/Or%20More;%20the%20anxious.jpg,/reviews/albums/mick-jenkins-or-more-the-anxious/
46,7,PnB Rock,Catch These Vibes,Rap,Kristin Corry,December 7 2017,No,https://media.pitchfork.com/photos/5a0c6da0433dc74fa6d9fd85/1:1/w_160/Catch%20These%20Vibes.PnB%20Rock.jpg,/reviews/albums/pnb-rock-catch-these-vibes/
46,8,Hopsin,No Shame,Rap,Sheldon Pearce,December 6 2017,No,https://media.pitchfork.com/photos/5a0334777d91c73e0284a6ea/1:1/w_160/Hopsin-%20No%20Shame%20.jpg,/reviews/albums/hopsin-no-shame/
46,9,Zaytoven,Zaytown Sorority Class of 2017,Rap,Sheldon Pearce,December 5 2017,No,https://media.pitchfork.com/photos/5a1ee837804cf53011cfedd2/1:1/w_160/Sorority%20Class%202017.jpg,/reviews/albums/zaytoven-zaytown-sorority-class-of-2017/
46,10,blackbear,cybersex,Rap,Jonah Bromwich,December 4 2017,No,https://media.pitchfork.com/photos/5a1c38392a0732326802a62b/1:1/w_160/Blackbear.cybersex.jpg,/reviews/albums/blackbear-cybersex/
46,11,T-Pain,Oblivion,Rap,Briana Younger,December 2 2017,No,https://media.pitchfork.com/photos/5a21a6134c72ba21a753fc5f/1:1/w_160/tpainoblivion.jpg,/reviews/albums/t-pain-oblivion/
46,12,Fabolous,Friday on Elm Street,Rap,Ian Cohen,December 2 2017,No,https://media.pitchfork.com/photos/5a1ef175804cf53011cfee0c/1:1/w_160/%20Friday%20on%20Elm%20Street%20.jpg,/reviews/albums/fabolous-jadakiss-friday-on-elm-street/
47,1,Lil Wop,Wopavelli 3,Rap,Evan Rytlewski,November 30 2017,No,https://media.pitchfork.com/photos/5a15a0cda20ad51d056d2a6d/1:1/w_160/Wopavelli3%20.jpg,/reviews/albums/lil-wop-wopavelli-3/
47,2,Mach-Hommy,Fete Des Morts AKA Dia De Los Muertos EP,Rap,Paul A. Thompson,November 28 2017,No,https://media.pitchfork.com/photos/5a149f5e284a0e1df6070b1a/1:1/w_160/Fete%20Des%20Morts%20AKA%20Dia%20De%20Los%20Muertos.jpg,/reviews/albums/mach-hommy-fete-des-morts-aka-dia-de-los-muertos-ep/
47,3,CyHi the Prynce ,No Dope on Sundays,Rap,Jay Balfour,November 27 2017,No,https://media.pitchfork.com/photos/5a09feca386fce3f3b6f5e60/1:1/w_160/CyHi%20the%20Prynce_No%20Dope%20On%20Sundays.jpg,/reviews/albums/cyhi-the-prynce-no-dope-on-sundays/
