id,title,year,mpaa_rating,rating_sex_nudity,rating_violence_gore,rating_language
4284,Self/less,2015,PG-13,4,6,5
4285,Selma,2014,PG-13,2,5,5
4286,Semi-Pro,2008,R,6,4,7
4287,Senseless,1998,R,5,3,5
4288,"Sentinel, The",2006,PG-13,4,6,4
4289,Separate Lies,2005,R,4,4,5
4290,"Separation, A",2011,PG-13,1,4,4
4291,September Dawn,2006,R,5,8,2
4292,Serena,2015,R,6,7,1
4293,Serendipity,2001,PG-13,4,2,4
4294,Serenity,2005,PG-13,4,6,5
4295,Serenity,2019,R,7,6,10
4296,Serial Mom,1994,R,5,7,6
4297,"Serious Man, A",2009,R,7,4,7
4298,Serving Sara,2002,PG-13,4,4,5
4299,"Sessions, The",2012,R,9,2,5
4300,Set It Off,1996,R,4,8,9
4301,Seven,1995,R,4,9,8
4302,7 Days in Entebbe,2018,PG-13,1,5,5
4303,Seven Days in Utopia,2011,G,1,2,1
4304,7500,2019,R,1,6,6
4305,Seven Pounds,2008,PG-13,6,6,4
4306,Seven Psychopaths,2012,R,7,9,10
4307,17 Again,2009,PG-13,6,4,5
4308,Seventh Son,2015,PG-13,2,6,5
4309,Seven Years in Tibet,1997,PG-13,0,6,2
4310,Sex and the City,2008,R,9,1,5
4311,Sex and the City 2,2010,R,8,2,5
4312,Sex Drive,2008,R,9,6,10
4313,Sex Tape,2014,R,9,4,10
4314,Sexy Beast,2001,R,6,7,10
4315,Sgt. Bilko,1996,PG,2,2,3
4316,"Shack, The",2017,PG-13,1,5,1
4317,"Shadow, The",1994,PG-13,2,6,2
4318,"Shadow Conspiracy, The",1997,R,1,7,6
4319,Shadowlands,1994,PG,1,0,0
4320,Shadow of the Vampire,2001,R,6,6,5
4321,Shadow of the Wolf,1993,PG-13,4,4,0
4322,Shadows and Fog,1992,PG-13,2,5,2
4323,Shadrach,1998,PG-13,3,2,5
4324,Shaft,2000,R,4,8,10
4325,Shaft,2019,R,6,7,10
4326,"Shaggy Dog, The",2006,PG,3,3,2
4327,Shakespeare in Love,1998,R,6,3,3
4328,Shallow Grave,1995,R,8,6,7
4329,Shallow Hal,2001,PG-13,5,3,5
4330,"Shallows, The",2016,PG-13,2,7,5
4331,Shall We Dance?,2004,PG-13,4,1,5
4332,Sholem Aleichem: Laughing in the Darkness,2011,NR,1,4,4
4333,Shame,2011,NC-17,10,5,10
4334,Shang-Chi and the Legend of the Ten Rings,2021,PG-13,1,6,4
4335,Shanghai Knights,2003,PG-13,4,5,4
4336,Shanghai Noon,2000,PG-13,3,6,4
4337,"Shape of Things, The",2003,R,5,2,6
4338,"Shape of Water, The",2017,R,8,7,6
4339,Shark Night 3D,2011,PG-13,5,7,5
4340,Shark Tale,2004,PG,2,3,1
4341,Shattered,2022,R,7,7,9
4342,Shattered Glass,2003,PG-13,2,2,5
4343,Shaun of the Dead,2004,R,2,9,9
4344,Shaun the Sheep Movie,2015,PG,1,3,0
4345,"Shaun the Sheep Movie, A: Farmageddon",2019,G,1,2,0
4346,"Shawshank Redemption, The",1994,R,7,7,7
4347,Shazam!,2019,PG-13,2,7,4
4348,She Dies Tomorrow,2020,R,2,5,7
4349,Sherlock Gnomes,2018,PG,2,2,1
4350,Sherlock Holmes,2009,PG-13,4,7,2
4351,Sherlock Holmes: A Game of Shadows,2011,PG-13,2,6,3
4352,She’s All That,1999,PG-13,3,2,5
4353,She’s Out of My League,2010,R,7,4,10
4354,She’s So Lovely,1997,R,3,4,9
4355,She’s the Man,2006,PG-13,4,3,3
4356,Shine,2018,R,4,3,7
4357,Shine a Light,2008,NA,3,2,5
4358,"Shipping News, The",2001,R,7,6,5
4359,Shirley,2020,R,6,4,5
4360,S#!%house,2020,R,7,3,10
4361,Shoot ‘Em Up,2007,R,8,10,6
4362,Shooter,2007,R,2,8,5
4363,Shooting Fish,1997,PG,3,2,3
4364,Shopgirl,2005,R,6,3,2
4365,Shortbus,2006,NR,10,4,8
4366,Short Cuts,1993,R,8,5,7
4367,Shorts,2009,PG,1,3,2
4368,Short Term 12,2013,R,5,5,9
4369,Show Dogs,2018,PG,2,3,2
4370,Showgirls,1995,NC-17,9,6,8
4371,Showtime,2002,PG-13,3,5,6
4372,Shrek,2001,PG,3,4,3
4373,Shrek Forever After,2010,PG,3,3,2
4374,Shrek 2,2004,PG,3,3,2
4375,Shrek the Third,2007,PG,3,4,2
4376,Shutter,2008,PG-13,5,6,5
4377,Shutter Island,2010,R,7,9,6
4378,Shut Up & Sing,2006,R,4,3,6
4379,Shut Up Little Man! An Audio Misadventure,2011,NR,3,4,10
4380,Siberia,2019,R,8,8,5
4381,Sicario,2015,R,5,7,9
4382,Sicario: Day of the Soldado,2018,R,1,8,8
4383,Sicko,2007,PG-13,2,4,5
4384,Side Effects,2013,R,7,6,6
4385,Sidekicks,1993,PG,0,5,2
4386,Sidewalks of New York,2001,R,8,1,9
4387,Sideways,2004,R,8,5,10
4388,"Siege, The",1998,R,1,6,7
4389,Sightseers,2013,R,6,8,6
4390,"Signal, The",2014,PG-13,2,6,5
4391,Signs,2002,PG-13,1,5,4
4392,Silence,2017,R,2,8,2
4393,Silent Hill,2006,R,5,10,5
4394,Silent Hill: Revelation 3D,2012,R,6,8,5
4395,Silent House,2011,R,4,6,5
4396,Silk Road,2021,R,3,4,10
4397,Silver City,2004,R,4,4,6
4398,Silver Linings Playbook,2012,R,5,4,10
4399,Simon Birch,1998,PG,2,3,4
4400,S1m0ne,2002,PG-13,3,3,5
4401,"Simple Favor, A",2018,R,7,5,10
4402,"Simple Plan, A",1998,R,5,7,8
4403,"Simple Wish, A",1997,PG,0,2,1
4404,Simply Irresistible,1999,PG-13,3,1,2
4405,"Simpsons Movie, The",2007,PG-13,5,4,4
4406,Sinbad: Legend of the Seven Seas,2003,PG,2,3,1
4407,Since You’ve Been Gone,1998,R,5,2,8
4408,Sin City,2005,R,7,10,4
4409,Sin City: A Dame to Kill For,2014,R,8,9,5
4410,Sing,2016,PG,1,2,1
4411,Sing 2,2021,PG,1,3,1
4412,"Single Man, A",2009,R,6,4,4
4413,"Single Moms Club, The",2014,PG-13,5,3,4
4414,Singles,1992,PG-13,5,1,5
4415,Single White Female,1992,R,7,7,5
4416,Sing Street,2016,PG-13,3,4,5
4417,Sinister,2012,R,3,8,4
4418,Sinister 2,2015,R,2,8,5
4419,Sister Act,1992,PG,1,2,0
4420,Sister Act 2: Back in the Habit,1993,PG,0,0,1
4421,"Sisterhood of the Traveling Pants,The",2005,PG,4,3,3
4422,"Sisterhood of the Traveling Pants 2, The",2008,PG-13,5,2,3
4423,Sisters,2015,R,6,5,10
4424,"Sisters Brothers, The",2018,R,5,8,7
4425,"Sitter, The",2011,R,6,6,9
4426,"Six Days, Seven Nights",1998,PG-13,3,4,6
4427,Six Degrees of Separation,1994,R,6,2,5
4428,16 Blocks,2006,PG-13,0,5,5
4429,"6th Day, The",2000,PG-13,5,7,5
4430,"Sixth Man, The",1997,PG-13,2,3,5
4431,"Sixth Sense, The",1999,PG-13,3,6,3
4432,6 Underground,2019,R,6,9,10
4433,"Skeleton Key, The",2005,PG-13,3,6,5
4434,"Skeleton Twins, The",2014,R,6,4,7
4435,"Skin I Live In, The",2011,R,9,8,5
4436,"Skulls, The",2000,PG-13,3,4,3
4437,Sky Captain and the World of Tomorrow,2004,PG,2,4,3
4438,Skyfall,2012,PG-13,5,6,5
4439,Skyfire,2019,NR,1,5,2
4440,Sky High,2005,PG,3,4,2
4441,Skyline,2010,PG-13,5,8,5
4442,Skyscraper,2018,PG-13,1,7,5
4443,Slackers,2002,R,7,4,8
4444,Slap Her She’s French,2002,PG-13,4,3,5
4445,SLC Punk!,1999,R,5,5,10
4446,Sleepers,1996,R,3,7,8
4447,Sleeping Beauty,2011,NR,9,4,6
4448,Sleepless,2017,R,5,8,10
4449,Sleepless in Seattle,1993,PG,1,0,2
4450,Sleepover,2004,PG,4,3,2
4451,"Sleepover, The",2020,TV-PG,1,4,4
4452,Sleepwalkers,1992,R,6,7,3
4453,Sleepy Hollow,1999,R,3,9,1
4454,Slender Man,2018,PG-13,2,6,5
4455,Sleuth,2007,R,5,5,7
4456,Sliding Doors,1998,R,4,2,6
4457,Slither,2006,R,6,9,7
4458,Sliver,1993,R,8,6,6
4459,Slow West,2015,R,2,6,5
4460,Slumdog Millionaire,2008,R,5,8,5
4461,Slums of Beverly Hills,1998,R,6,3,6
4462,Small Engine Repair,2021,R,5,8,10
4463,Smallfoot,2018,PG,1,3,1
4464,Small Soldiers,1998,PG-13,1,4,3
4465,Small Time Crooks,2000,PG,1,1,3
4466,Smart People,2008,R,6,2,5
4467,Smashed,2012,R,6,3,7
4468,"Smile Like Yours, A",1997,R,5,1,5
4469,Smoke Signals,1998,PG-13,1,3,3
4470,Smokin’ Aces,2007,R,7,9,10
4471,"Smurfs, The",2011,PG,2,3,3
4472,Smurfs: The Lost Village,2017,PG,1,3,1
4473,"Smurfs 2, The",2013,PG,2,3,1
4474,Snake Eyes,1998,R,3,7,6
4475,Snake Eyes,2021,PG-13,2,6,5
4476,Snakes on a Plane,2006,R,8,9,6
4477,Snatch,2001,R,6,10,10
4478,Snatched,2017,R,8,5,8
4479,Sneakers,1992,PG-13,2,4,3
4480,Sniper,1993,R,0,8,7
4481,Snitch,2013,PG-13,2,7,4
4482,Snow Day,2000,PG,2,3,1
4483,Snowden,2016,R,6,4,7
4484,Snow Dogs,2001,PG,2,4,2
4485,Snow Falling on Cedars,1999,PG-13,4,6,5
4486,Snow Flower and the Secret Fan,2011,PG-13,5,5,2
4487,"Snowman, The",2017,R,6,8,5
4488,Snowpiercer,2014,R,1,7,8
4489,Snow White and the Huntsman,2012,PG-13,3,7,3
4490,Snow White and the Seven Dwarfs,1937,G,1,3,1
4491,Sobibor,2018,NR,5,9,4
4492,"Social Network, The",2010,PG-13,5,2,5
4493,So I Married an Axe Murderer,1993,PG-13,5,3,5
4494,Solaris,2002,PG-13,5,4,5
4495,Soldier,1998,R,2,9,5
4496,"Soldier’s Daughter Never Cries, A",1998,R,4,3,5
4497,Solo,1996,PG-13,2,6,5
4498,"Star is Born, A",2018,R,7,4,10
4499,Solo: A Star Wars Story,2018,PG-13,2,6,3
4500,"Soloist, The",2009,PG-13,3,5,5
4501,Someone Like You,2001,PG-13,6,0,5
4502,Somersault,2004,R,8,4,8
4503,Something Borrowed,2011,PG-13,6,3,5
4504,Something New,2006,PG-13,6,1,3
4505,Something’s Gotta Give,2003,PG-13,6,2,5
4506,Something to Talk About,1995,R,3,2,5
4507,Somewhere,2010,R,6,1,5
4508,Sommersby,1993,PG-13,3,4,2
4509,"Song, The",2014,PG-13,4,4,2
4510,Song One,2015,PG-13,5,2,5
4511,Sonic the Hedgehog,2020,PG,1,3,2
4512,Son-In-Law,1993,PG-13,5,2,4
4513,Son of God,2014,PG-13,2,6,2
4514,Son of Rambow,2008,PG-13,3,5,5
4515,Son of Saul,2016,R,5,7,5
4516,Son of the Mask,2005,PG,3,4,3
4517,Son of the Pink Panther,1993,PG,3,3,1
4518,"Son’s Room, The",2002,R,5,4,5
4519,"Sorcerer’s Apprentice, The",2010,PG,2,5,2
4520,Sorority Boys,2002,R,8,4,6
4521,Sorority Row,2009,R,7,8,7
4522,Sorry to Bother You,2018,R,7,6,10
4523,Soul,2020,PG,1,3,1
4524,Soul Food,1997,R,4,3,7
4525,Soul Men,2008,R,8,4,10
4526,Soul Plane,2004,R,9,3,9
4527,Soul Surfer,2011,PG,3,5,1
4528,Sound of Metal,2020,R,4,4,9
4529,Sound of My Voice,2012,R,4,4,5
4530,"Sound of Thunder, A",2005,PG-13,5,7,4
4531,Source Code,2011,PG-13,1,5,5
4532,"South Park: Bigger, Longer and Uncut",1999,R,7,6,10
4533,Southpaw,2015,R,5,7,10
4534,"Space Between Us, The",2017,PG-13,3,4,3
4535,Space Chimps,2008,G,0,2,1
4536,Space Cowboys,2000,PG-13,3,3,5
4537,Space Jam,1996,PG,1,2,1
4538,Space Jam: A New Legacy,2021,PG,1,3,2
4539,Spanglish,2004,PG-13,6,2,5
4540,Sparkle,2012,PG-13,4,5,5
4541,Spartan,2004,R,5,6,7
4542,Spawn,1997,PG-13,2,7,4
4543,"Specialist, The",1994,R,8,8,6
4544,Species,1995,R,8,9,5
4545,"Spectacular Now, The",2013,R,6,4,7
4546,Spectre,2015,PG-13,5,6,3
4547,Speechless,1994,PG-13,3,2,5
4548,Speed,1994,R,1,6,5
4549,Speed Racer,2008,PG,2,5,3
4550,Speed 2: Cruise Control,1997,PG-13,2,5,3
4551,Spellbound,2003,G,0,0,1
4552,Spencer,2021,R,4,3,5
4553,Spenser Confidential,2020,R,5,7,10
4554,Sphere,1998,PG-13,0,5,4
4555,Spider,2003,R,6,5,5
4556,Spider-Man,2002,PG-13,3,6,3
4557,Spider-Man: Far from Home,2019,PG-13,3,5,4
4558,Spider-Man: Homecoming,2017,PG-13,3,6,4
4559,Spider-Man: Into the Spider-Verse,2018,PG,2,4,2
4560,Spider-Man: No Way Home,2021,PG-13,2,6,4
4561,Spider-Man 2,2004,PG-13,3,6,3
4562,Spider-Man 3,2007,PG-13,2,6,3
4563,"Spiderwick Chronicles, The",2008,PG,0,5,1
4564,Spies in Disguise,2019,PG,2,3,2
4565,Spiral,2021,R,1,10,10
4566,"Spirit, The",2008,PG-13,4,8,4
4567,Spirited Away,2002,PG,0,4,0
4568,Spirit: Stallion of the Cimarron,2002,G,1,3,0
4569,Spirit Untamed,2021,PG,1,3,1
4570,"Spitfire Grill, The",1996,PG-13,0,2,3
4571,Splice,2010,R,8,8,6
4572,Split,2017,PG-13,4,7,5
4573,Split Second,1992,R,5,8,7
4574,Splitting Heirs,1993,PG-13,5,4,5
4575,"SpongeBob Movie: Sponge on the Run, The",2020,PG,1,3,1
4576,"SpongeBob Movie: Sponge Out of Water, The",2015,PG,2,3,2
4577,"SpongeBob SquarePants Movie, The",2004,PG,3,4,1
4578,Spotlight,2015,R,4,4,5
4579,Spring,2015,NR,6,7,10
4580,Spring Breakers,2013,R,8,7,10
4581,Sprung,1997,R,7,2,6
4582,Sputnik,2020,NR,4,8,2
4583,Spy,2015,R,7,7,10
4584,Spy Game,2001,R,2,7,6
4585,Spy Hard,1996,PG-13,3,3,3
4586,Spy Kids,2001,PG,0,4,2
4587,Spy Kids: All the Time in the World,2011,PG,1,3,1
4588,Spy Kids 2: The Island of Lost Dreams,2002,PG,1,3,1
4589,Spy Kids 3-D: Game Over,2003,PG,0,3,0
4590,"Spy Next Door, The",2009,PG,2,5,3
4591,"Spy Who Dumped Me, The",2018,R,7,7,10
4592,Squanto: A Warrior’s Tale,1994,PG,1,2,0
4593,"Squid and the Whale, The",2005,R,8,4,7
4594,Stage Beauty,2004,R,7,4,5
4595,Stan & Ollie,2019,PG,2,3,2
4596,Stand Up Guys,2013,R,6,6,10
4597,"Stanford Prison Experiment, The",2015,R,6,7,10
4598,"Star, The",2017,PG,1,3,1
4599,Starbuck,2013,R,5,4,5
4600,Stardust,2007,PG-13,4,6,1
4601,Stargate,1994,PG-13,2,5,1
4602,"Starling, The",2021,PG-13,1,4,5
4603,Starship Troopers,1997,R,5,10,5
4604,Starsky & Hutch,2004,PG-13,5,5,5
4605,Star Trek,2009,PG-13,5,6,4
4606,Star Trek: Beyond,2016,PG-13,2,6,2
4607,Star Trek: First Contact,1996,PG-13,4,5,3
4608,Star Trek: Generations,1994,PG,1,4,2
4609,Star Trek: Insurrection,1998,PG,3,6,2
4610,Star Trek Into Darkness,2013,PG-13,3,5,4
4611,Star Trek: Nemesis,2002,PG-13,3,5,1
4612,Star Wars Episode I: The Phantom Menace,1999,PG,1,5,1
4613,Star Wars: Episode II – Attack of the Clones,2002,PG,2,5,1
4614,Star Wars: Episode III – Revenge of the Sith,2005,PG-13,2,7,0
4615,Star Wars: Special Edition,1997,PG,0,4,2
4616,Star Wars: The Clone Wars,2008,PG,1,3,1
4617,Star Wars: The Force Awakens,2015,PG-13,1,6,2
4618,Star Wars: The Last Jedi,2017,PG-13,1,6,3
4619,Star Wars: The Rise of Skywalker,2019,PG-13,1,6,2
4620,State and Main,2000,R,6,2,6
4621,State of Play,2009,PG-13,4,6,5
4622,State Property 2,2005,R,7,7,10
4623,"Station Agent, The",2003,R,4,4,6
4624,Stay,2005,R,6,6,6
4625,Stay Alive,2006,PG-13,5,8,5
4626,Stay Tuned,1992,PG,1,3,2
4627,"Steal Big, Steal Little",1995,PG-13,3,2,3
4628,Stealing Harvard,2002,PG-13,4,4,5
4629,Stealth,2005,PG-13,4,5,5
4630,Steamboy,2005,PG-13,1,5,1
4631,Steel,1997,PG-13,0,6,4
4632,Steep,2007,PG,0,4,3
4633,Step,2017,PG,2,4,3
4634,Step Brothers,2008,R,9,5,9
4635,"Stepfather, The",2009,PG-13,5,7,5
4636,"Stepford Wives, The",2004,PG-13,6,4,4
4637,Step Into Liquid,2003,NR,1,1,2
4638,Stepmom,1998,PG-13,2,2,5
4639,Step Up,2006,PG-13,3,5,3
4640,Step Up: Revolution,2012,PG-13,4,3,4
4641,Step Up 2 the Streets,2008,PG-13,4,3,4
4642,Step Up 3D,2010,PG-13,3,3,5
4643,Steve Jobs,2015,R,1,2,7
4644,Stick It,2006,PG-13,3,3,5
4645,Stigmata,1999,R,5,9,5
4646,Still Crazy,1998,R,5,3,8
4647,Stillwater,2021,R,5,4,7
4648,Stir of Echoes,1999,R,5,7,7
4649,Stoker,2013,R,6,7,5
4650,Stomp the Yard,2007,PG-13,4,5,4
4651,Stone,2010,R,8,7,10
4652,Stonewall,2015,R,7,5,10
4653,Stop-Loss,2008,R,4,8,10
4654,Storks,2016,PG,2,3,2
4655,Storm Boy,2019,PG,1,4,2
4656,"Story of Us, The",1999,R,5,2,7
4657,Storytelling,2002,R,9,4,8
4658,Stowaway,2021,TV-MA,1,4,5
4659,Straight Outta Compton,2015,R,8,6,10
4660,"Straight Story, The",1999,G,0,2,2
4661,Strange Days,1995,R,6,8,9
4662,Strange Magic,2015,PG,3,3,2
4663,"Stranger Among Us, A",1992,PG-13,1,5,5
4664,"Strangers, The",2008,R,4,7,5
4665,"Strangers, The: Prey at Night",2018,R,1,8,6
4666,Strangers with Candy,2006,R,7,5,5
4667,Stranger than Fiction,2006,PG-13,4,5,5
4668,Strange Wilderness,2008,R,7,6,10
4669,Straw Dogs,2011,R,8,8,10
4670,Street Fighter,1994,PG-13,2,5,3
4671,Street Fighter: The Legend of Chun-Li,2009,PG-13,4,7,4
4672,Street Kings,2008,R,4,8,10
4673,Strictly Ballroom,1993,PG,2,1,0
4674,Strike!,1998,PG-13,4,2,2
4675,Striking Distance,1993,R,3,5,6
4676,Striptease,1996,R,6,4,6
4677,Stronger,2017,R,6,6,10
4678,Struck by Lightning,2012,PG-13,5,4,4
4679,Stuart Little,1999,PG,0,3,3
4680,Stuart Little 2,2002,PG,1,3,1
4681,Stuber,2019,R,6,8,10
4682,Stuck On You,2003,PG-13,6,3,5
4683,St. Vincent,2014,PG-13,5,4,5
4684,Submarine,2011,R,6,4,8
4685,"Substitute, The",1996,R,4,7,8
4686,Suburbicon,2017,R,4,6,6
4687,Sucker Punch,2011,PG-13,5,7,4
4688,Suffragette,2015,PG-13,3,5,5
4689,Sugar and Spice,2001,PG-13,5,4,5
4690,Sugar Hill,1994,R,5,7,9
4691,Sugar Town,1999,R,5,2,10
4692,Suicide Squad,2016,PG-13,4,6,4
4693,"Suicide Squad, The",2021,R,5,9,10
4694,Sully,2016,PG-13,1,4,5
4695,Summer Catch,2001,PG-13,5,2,5
4696,"Summer House, The",1994,NR,4,3,2
4697,Summerland,2020,PG,2,3,2
4698,Summer of Sam,1999,R,8,8,10
4699,"Sum of All Fears, The",2002,PG-13,2,5,5
4700,Sundown,2021,R,7,6,6
4701,"Sun Is Also a Star, The",2019,PG-13,3,3,5
4702,Sunlight Jr.,2013,R,7,5,8
4703,Sunset Park,1996,R,2,4,7
4704,Sunshine,2007,R,0,7,5
4705,Sunshine Cleaning,2009,R,6,7,6
4706,Super,2011,NR,8,8,10
4707,Superbabies: Baby Geniuses 2,2004,PG,2,3,2
4708,Superbad,2007,R,8,5,10
4709,Supercop,1996,R,1,8,5
4710,Supercross,2005,PG-13,5,3,4
4711,Super 8,2011,PG-13,2,6,5
4712,SuperFly,2018,R,8,7,10
4713,Superhero Movie,2008,PG-13,7,6,5
4714,Superintelligence,2020,PG,3,3,3
4715,Superman Returns,2006,PG-13,3,6,2
4716,Super Mario Bros.,1993,PG,2,5,2
4717,Supernova,2000,PG-13,6,6,3
4718,Supernova,2020,R,4,3,6
4719,Super Size Me,2004,NR,4,4,5
4720,Superstar,1999,PG-13,4,4,5
4721,Super Troopers,2001,R,8,4,10
4722,Super Troopers 2,2018,R,8,7,10
4723,Surf Ninjas,1993,PG,1,4,1
4724,Surf’s Up,2007,PG,1,3,3
4725,Surrogates,2009,PG-13,4,7,4
4726,Surviving Christmas,2004,PG-13,5,3,4
4727,Suspect Zero,2004,R,7,9,5
4728,Suspiria,2018,R,8,10,5
4729,"Swan Princess, The",1994,G,1,2,0
4730,Swan Song,2021,R,3,3,6
4731,S.W.A.T.,2003,PG-13,3,6,5
4732,Sweeney Todd: Demon Barber of Fleet Street,2007,R,4,10,3
4733,Sweet and Lowdown,1999,PG-13,4,3,3
4734,"Sweetest Thing, The",2002,R,7,3,6
4735,Sweet Girl,2021,TV-MA,0,7,5
4736,Sweet Home Alabama,2002,PG-13,2,2,3
4737,Sweet November,2001,PG-13,4,2,4
4738,Swimfan,2002,PG-13,4,4,4
4739,Swimming Pool,2003,R,8,4,5
4740,Swing Kids,1993,PG-13,1,4,5
4741,Swing Vote,2008,PG-13,1,2,5
4742,Swiss Army Man,2016,R,7,7,5
4743,"Switch, The",2010,PG-13,6,3,4
4744,Switchback,1997,R,5,7,6
4745,Swordfish,2001,R,7,7,8
4746,Sydney White,2007,PG-13,4,4,4
4747,Sylvia,2003,R,7,4,5
4748,Sylvie’s Love,2020,PG-13,5,2,3
4749,Synchronic,2019,R,3,7,9
4750,Synchronicity,2016,R,5,4,5
4751,"Synecdoche, New York",2008,R,8,6,7
4752,Syriana,2005,R,1,8,6
4753,Table 19,2017,PG-13,5,2,5
4754,Tadpole,2002,PG-13,4,0,5
4755,Tag,2018,R,6,4,10
4756,Tailor of Panama,2001,R,9,6,8
4757,Take Me Home Tonight,2011,R,8,4,9
4758,Taken,2009,PG-13,6,7,4
4759,Taken 2,2012,PG-13,3,7,4
4760,Taken 3,2015,PG-13,2,6,5
4761,Takers,2010,PG-13,4,6,5
4762,Take Shelter,2011,R,2,6,5
4763,Take the Lead,2006,PG-13,5,5,5
4764,Take this Waltz,2012,R,8,2,6
4765,Taking Lives,2004,R,7,8,6
4766,"Taking of Pelham 123, The",2009,R,4,7,10
4767,Taking Woodstock,2009,R,8,4,8
4768,"Talented Mr. Ripley, The",1999,R,7,6,5
4769,"Tale of Despereaux, The",2008,G,1,3,1
4770,"Tale of Two Sisters, A",2004,R,3,7,1
4771,Tales from the Crypt Presents Bordello of Blood,1996,R,7,9,7
4772,Tales from the Hood,1995,R,2,9,9
4773,Talk of Angels,1998,PG-13,3,4,1
4774,Talk to Me,2007,R,7,5,9
4775,Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,4,4,5
4776,"Tall Man, The",2012,R,3,7,6
4777,Tall Tale: The Unbelievable Adventures of Pecos Bill,1995,PG,0,3,1
4778,Tamara Drewe,2010,R,8,6,9
4779,Tammy,2014,R,5,4,8
4780,Tangled,2010,PG,2,4,1
4781,Tango,1998,PG-13,3,4,5
4782,"Tango Lesson, The",1997,PG,1,2,1
4783,Tank Girl,1995,R,3,6,5
4784,Tarzan,1999,G,1,4,1
4785,Tarzan and the Lost City,1998,PG,1,5,1
4786,"Tax Collector, The",2020,NR,5,10,10
4787,Taxi,2004,PG-13,4,4,4
4788,Teacher’s Pet,2003,PG,4,3,0
4789,Teaching Mrs. Tingle,1999,PG-13,4,4,5
4790,Team America: World Police,2004,R,9,8,10
4791,Tears of the Sun,2003,R,5,9,7
4792,Tea with Mussolini,1999,PG,3,3,2
4793,Ted,2012,R,8,5,10
4794,Ted 2,2015,R,6,5,10
4795,Teenage Mutant Ninja Turtles,2014,PG-13,2,5,2
4796,Teenage Mutant Ninja Turtles III,1993,PG,1,5,2
4797,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,2,5,3
4798,Teen Spirit,2018,PG-13,3,2,3
4799,Teen Titans Go! To the Movies,2018,PG,1,4,1
4800,"Temp, The",1993,R,3,7,5
4801,"Tempest, The",2010,PG-13,6,4,2
4802,Tenacious D: The Pick of Destiny,2006,R,6,5,10
4803,Ten Benny,1996,R,4,3,10
4804,10 Cloverfield Lane,2016,PG-13,2,6,5
4805,"Tender Bar, The",2021,R,6,3,10
4806,Tenet,2020,PG-13,1,6,5
4807,10 Things I Hate About You,1999,PG-13,4,3,4
4808,"10,000 B.C.",2008,PG-13,3,7,1
4809,10 Years,2012,PG-13,4,3,5
4810,Terminal,2018,NR,4,7,10
4811,"Terminal, The",2004,PG-13,3,3,4
4812,Terminal Velocity,1994,PG-13,3,5,5
4813,Terminator: Dark Fate,2019,R,5,7,6
4814,Terminator Genisys,2015,PG-13,4,6,5
4815,Terminator Salvation,2009,PG-13,2,7,4
4816,Terminator 3: Rise of the Machines,2003,R,4,8,5
4817,Tesla,2020,PG-13,5,4,1
4818,Testament of Youth,2015,PG-13,3,7,1
4819,Texas Chainsaw Massacre,2022,R,1,10,7
4820,"Texas Chainsaw Massacre, The",2003,R,4,10,8
4821,Texas Chainsaw 3D,2013,R,7,10,10
4822,Thank You for Smoking,2006,R,6,5,7
4823,Thank You for Your Service,2017,R,5,6,10
4824,That Awkward Moment,2014,R,7,3,10
4825,That Darn Cat,1997,PG,1,3,2
4826,That Good Night,2020,NR,2,3,3
4827,That Old Feeling,1997,PG-13,3,2,5
4828,That’s My Boy,2012,R,9,5,10
4829,That Thing You Do!,1996,PG,2,1,3
4830,That Touch of Mink,1962,NR,4,2,1
4831,"Theory of Everything, The",2014,PG-13,4,3,2
4832,"Theory of Flight, The",1998,R,6,3,8
4833,There Be Dragons,2011,PG-13,3,5,4
4834,There’s Something About Mary,1998,R,5,3,8
4835,There Will Be Blood,2007,R,3,7,3
4836,They Came Together,2014,R,7,4,5
4837,They Live,1988,R,5,5,5
4838,"Thing, The",2011,R,3,10,6
4839,"Thing About My Folks, The",2005,PG-13,3,3,5
4840,Things Heard & Seen,2021,TV-MA,6,6,7
4841,Things We Lost in the Fire,2007,R,5,4,6
4842,Thin Ice,2012,R,5,6,8
4843,Think Like a Dog,2020,PG,2,3,3
4844,Think Like a Man,2012,PG-13,5,2,5
4845,Think Like a Man Too,2014,PG-13,6,3,5
4846,"Thin Line Between Love and Hate, A",1996,R,5,6,9
4847,Thinner,1996,R,4,7,6
4848,"Thin Red Line, The",1998,R,4,9,6
4849,Third Person,2014,R,7,5,6
4850,Thirteen,2003,R,7,4,9
4851,Thirteen Days,2000,PG-13,2,4,5
4852,13 Ghosts,2001,R,5,9,6
4853,13 Going on 30,2004,PG-13,4,3,4
4854,13 Hours: The Secret Soldiers of Benghazi,2016,R,2,8,10
4855,13 Minutes,2015,R,5,8,4
4856,"Thirteenth Floor, The",1999,R,3,8,6
4857,"13th Warrior, The",1999,R,1,9,2
4858,30 Days of Night,2007,R,1,10,6
4859,30 Minutes or Less,2011,R,7,7,10
4860,"33, The",2015,PG-13,2,4,4
4861,This Boy’s Life,1993,R,4,6,7
4862,This Christmas,2007,PG-13,5,4,4
4863,This is 40,2012,R,8,3,10
4864,This Is the End,2013,R,8,7,10
4865,This Is Where I Leave You,2014,R,6,4,7
4866,This Means War,2012,PG-13,5,5,5
